,body,title,url
10,"

QR Code Link to This Post


Groove Digital is an amazing on-line marketing company offering a complete set of online marketing tools and hundreds of hours of training for free for life. You will not be asked for a credit card or any payment at all. I accepted this offer over a year ago and upgraded at the same time to a paid account. Just yesterday I finally decided I could be proud to associate my name with this company and their products and that is what I am doing now. Yesterday I cancelled my other online business that I was paying $600 a month for so I could focus entirely on this.

There is no training as thorough as this available anywhere at any price. There are many courses available for $1000 to $2000 each that teach small pieces of what this free training includes.

You will have both the tools and the training to set up, for free, a print on demand T-shirt store, or a Shopify-like store. Or, if you are ambitious enough, the training is enough learn how to build any kind of website for yourself or for others as a business. Or you could become an affiliate marketer. There is no limit to what you could do with this free offer.

You are told that you can start a Shopify store for $49 a month. But the truth is that all truly successful Shopify stores cost $500 a month or more including plug-ins that are not really optional. Our stores are complete and require no plug-ins.

Your websites will be hosted for free for life by Groove Digital. If you want, you can purchase domain names for about $10 a year to use with your own websites.

Groove Digital even offers their own payment method so you can accept debit and credit card payments. Their rates are lower than Stripe or PayPal and they do not require stellar credit.

PayPal and Stripe limit new businesses to a maximum of about $5000 a month in gross sales. Groove Digital's limit for start-ups is $50,000 a month and their rates are lower that either Stripe or PayPal.

About 2500 people a day are accepting this free offer now and that number is growing steadily. There is an upgrade for a one-time payment or a limited number of periodic payments for those who want and can afford it. Whether you upgrade or not you will be paid commissions of over $137 whenever anyone you refer upgrades. Once you refer someone they can never upgrade under anyone else.

Click Funnels provide what are clearly the most popular affiliate marketing tools. They charge $297 a month for only 2 of the 16 tools that we offer for free. If and when the Covid-19 crisis is over, Groove Digital will end the free offer and start charging new customers $299 a month. That is still a great bargain when compared to Click Funnels.

You will need the free marketing tools to make the best of the free training.

You can learn all about these marketing tools and sign up for them if you want at my personal link below.

https://groovepages.groovesell.com/a/TXFTATyRLjqt

There is no personal link to sign up for the training at Groove Digital Academy because it is free and no commissions will ever be paid on it. Sign up at the link below.

https://www.groovedigitalacademy.com
",Free Home Business and Complete training. No Credit card needed-ever!,https://seattle.craigslist.org/see/cpg/d/everett-free-home-business-and-complete/7229373045.html
11,"

QR Code Link to This Post


Hi...I'm looking for someone to help on some odd/ends small projects. Here's an idea of what I'm looking for:

- Help reset my google/gmail password (yes, I know this seems odd, but I don't have time to do this)
- Post some personal items (desk, ski gear, etc) for sale on: Facebook and Offer Up
- Replace my mail box lock 
- Pick up some wine at a local winery
- Replace a tail light on my car 
- Toilet paper holder needs replaced
- Door handles need to be tightened down 
- Replace lights in 12' ceiling, shower light and garage lights 

Pls note that I will also pay for all required mileage (.60 per mile) and expenses (mail box, car light, etc etc)

Thanks, John    ",Odds & Ends....,https://seattle.craigslist.org/est/cpg/d/snoqualmie-odds-ends/7229284368.html
12,"

QR Code Link to This Post


ABOUT US

You Exec is an exclusive membership-based business organization. All our members are business managers, directors, VPs, among others — who work in a corporate environment.


DESCRIPTION

Do you have a strong presence on LinkedIn or Facebook with 1000s+ connections? If so, become a LinkedIn influencer and get paid $60 per hour.

We are looking for ambassadors to share our weekly business resources on their social profiles by recording a 1-minute video (non-professional quality). Every week, we provide you a new business resource – like a Powerpoint presentation – to show in the video. 

This process takes no more than 30 minutes a week. This position is fully remote with no set hours, you can do this according to your own schedule.


QUALIFICATIONS

- You must have a strong LinkedIn or Facebook profile with thousands of connections/followers
- You should be comfortable showing your face and recording your voice in the videos


PAYMENT

- $30 for every post with video
- It takes just a few minutes to create your video (no professional quality needed)
- You can post on multiple channels using the same video and get paid for each post, as long as you have a lot of connections/followers on these channels
- All payments are made via PayPal in USD on the weekly basis.


IF INTERESTED, APPLY HERE:
https://youexec.com/apply/ambassador?r=cl-stl ",Have 1000s of LinkedIn or FB connections? $60/hr on the side,https://seattle.craigslist.org/see/cpg/d/seattle-have-1000s-of-linkedin-or-fb/7229239227.html
13,"

QR Code Link to This Post


Free E-Book shows you a blueprint to build
your own money making side hustle.

Go Here... https://bkbkool38mill-c522a.gr8.com/ ",Free Side Hustle E-Book,https://seattle.craigslist.org/see/cpg/d/kirkland-free-side-hustle-book/7228964054.html
14,"

QR Code Link to This Post


Pollen Music Group is looking for participants for a remote listening study. 

Participants who are selected and complete this study at home within 2 days of being selected will receive $35 (via PayPal) for the task, which will take roughly 30 minutes.

You are also welcome to forward this opportunity to others in your network that meet the following criteria.

To be an eligible participant for this study, you must:

Have access to a computer running on either of the following systems:
     - A Mac computer that is running the Mojave operating system (version 10.14) or newer. (You can check your OS 
       by clicking on the Apple logo in the upper left corner and going to ""About This Mac""). OR
     - A PC that is running on Windows 10 or newer

     - Have a pair of wired, over-ear headphones (we will not be able to accept studies completed with wireless or 
       bluetooth headphones).

     - Have some experience with video calling or conferencing (zoom, facetime, google meet, skype)

     - Have, or set-up, a PayPal account to receive payment

If you are selected, you will need to download a piece of our software onto your computer to complete the study. (You will uninstall/delete it when you’re finished).

If you are interested, take the 2 minute qualification survey linked below. 

https://www.surveymonkey.com/r/HT7NLJN
",Participants needed for a remote listening study - Paid,https://seattle.craigslist.org/see/cpg/d/seattle-participants-needed-for-remote/7228835327.html
15,"

QR Code Link to This Post


Are you familiar with Home Theatre equipment & have a a good ear for Hi Fi Surround Sound.  I am a senior citizen in in a condo in Downtown Seattle who is a Luddite and doesn’t have the patience to deal with a very Hi-end complex system that is totally over my head. Are you familiar with Nest thermostats“Smart”? LG TVs Dannan amplifiers, Alexa, Remote motorized drapes,Apple TV,Roku,A “Pronto”device that supposedly can replace the half dozen remotes that are constantly misplaced, Blueray, multiple speakers etc.  This system all worked once but  it is no match for Grandchildren that love to press buttons and turn knobs. No need for a soldering iron or software programming.All I need is someone who can spend a few hours pressing buttons, turning knobs adjusting  this maze and then an mark everything, and leave instructions so it can work after the next temper tantrum.  In a perfect world  I could say”Alexa Wake me at 8 and at 8 the curtains would open, the heat would go on,my favorite music would play out of the appropriate speakers and the TV would show a split scen transmitted by a nest system at another location. I guess this would take a few hours and I’ll pay cash on the spot    ","Technician for Home Theater ,WiFi,Automation",https://seattle.craigslist.org/est/cpg/d/seattle-technician-for-home-theater/7228821359.html
16,"

QR Code Link to This Post


Reaching out to people to participate in a strategic research project about Video Capturing, Editing, and Sharing. We are an independent third party and will be utilized to inform our client’s innovation strategy. Our client is a global company, with a wide range of offerings, who will not be named as part of this work. If you do qualify for the project, we will invite you to participate in a virtual teleconference interview. We expect the interview to last approximately 90 minutes. We understand this is a commitment for you and we would pay $150 for your time and participation. There may also be opportunities to continue further into the research process, as there may be additional stages to this study. For each stage that you participate and complete you would be compensated; you could potentially earn over $500. If you are interested in participating, please sign up and take the survey to see if you qualify!

Space is limited, subject to availability. Criteria for qualification is subject to change at any time, and without notice.

https://focusgroups.org/focusgroup/video-processing/0e0fd99e-0c5d-4925-a84a-185e84919cb9/ ",ONLINE FOCUS GROUP FOR SNAPCHAT SPECTACLES OWNERS OR OTHER AR GLASSES,https://seattle.craigslist.org/see/cpg/d/seattle-online-focus-group-for-snapchat/7228365611.html
17,"

QR Code Link to This Post


Are you creative online?  Do you enjoy challenges?  For you is being part of a successful team a dream?  Me too.

Multiple intern positions available in film production.  Two to four youtube channels will be created each having a unique program with the goal acquiring 100K+ subscribers.

These are not paid positions.  When the subscriber goals are reached the team will determine if and what uploaded content will be monetized and use of the revenue generated.    ",Online Film Intern,https://seattle.craigslist.org/oly/cpg/d/rainier-online-film-intern/7228284824.html
18,"

QR Code Link to This Post


RUN Studios, a Seattle-based Video Production & Media Resource Agency, is seeking a freelance Web Designer for a two to three-week project to build an internal brand portal for a large online retailer.

The Web Designer will be tasked with creating an online version of an existing brand guideline for a large internal team. The project requires someone who can work quickly to build out several pages following a general structure previously established, and work within the company’s brand guidelines to create a clean, sophisticated, and user-friendly experience with high attention to detail and content accuracy. The Brand Portal is built on a combination of Wagtail CMS and Django framework, and candidates should be experienced in working within related CMS environments.

The project will start immediately with completion by the end of November. All work can be completed remotely.

As a Web Designer, You Will:

-Develop layouts and manage graphic and content production/acquisition
-Design key visual elements in alignment with the Brand Portal site and which adhere to brand guidelines
-Evolve the site's look, feel, and navigation, ensuring the layout of content is logical, accessible, and accurate
-Adhere to brand rules as related to design, layout, and logo usage

As an Applicant, You Bring:

-Strong portfolio of web design and production for top-tier corporate clients
-Excellent project management skills and ability to work independently and resourcefully
-Clear and proactive communication regarding project status and to mitigate issues that will effect on-time delivery and launch
-Demonstrated success collaborating with business stakeholders
-Attention to detail, customer-service orientation, and creativity in problem-solving.
-Expert level command of the Adobe Creative Suite
-Professional experience working with customized CMS’s, ideally Wagtail and Django frameworks
-5+ years professional digital design experience in an agency, design studio, or in-house creative team.

Interested? Show us your stuff!

Interested candidates should submit a resume including portfolio link, and brief letter of introduction highlighting relevant experience, availability in November, and hourly/day rate requirements here:

https://app.jobvite.com/j?cj=onmXdfwD&s=Craigslist

Thank you!

",Freelance Web Designer,https://seattle.craigslist.org/see/cpg/d/seattle-freelance-web-designer/7228241730.html
19,"

QR Code Link to This Post


Please be:
1. Positive, happy, joyful
2. Great communicator on phone and in person
3. Experienced creating and editing documents
4. Good at office organization
5. Research savvy
6. Competent enough to run the company, humble enough to do the dishes.
7. Ready and able to start today!
Respond with brief note of introduction and phone number for immediate interview.
",Real estate investor assistant needed!,https://seattle.craigslist.org/oly/cpg/d/tenino-real-estate-investor-assistant/7228209261.html
20,"

QR Code Link to This Post


Work from home, telecommute, fully remote opportunity. Be a product tester or product reviewer. Receive free products and get $10 per product test gig by doing reviews online. The whole process shouldn't take more than about 10 minutes. I have many products to review. The process is very simple:

1. Email me that you are interested and INCLUDE YOUR EMAIL ADDRESS as the craigslist emails usually go to the spam folder.
2. I will email you the instructions and agreement.
3. Accept the terms/agreement.
4. I send you funds to purchase the product via PayPal.
5. Order the product and keep the product.
6. Leave a review on different websites
7. Send me details of the reviews.
8. I send you $10
9. We continue to work together on other products.

Non-performers will end up going through the PayPal dispute process as the transaction is protected by their insurance. PayPal will then get their money from the non-performers one way or another.


Please make sure you can receive funds through PayPal that won't be held.

I look forward to working with you!    ",Telecommute Earn $10 per easy online product test gig w/ free products,https://seattle.craigslist.org/see/cpg/d/seattle-telecommute-earn-10-per-easy/7228040640.html
21,"

QR Code Link to This Post


Job Description

DUTCH SPEAKING IS MANDATORY FOR THIS ROLE

Pactera Edge is Hiring Dutch Speaking Candidates with good attitude and quality oriented. Candidates who are somewhat familiar to databases and notion of tables, columns and values.

They should understand the guidelines and instructions in English and perform their work in corresponding foreign language(Dutch)

Work will include:-

The Support Relevance Judge will be responsible to read and analyze these questions and evaluate if the information provided by the Bot is useful to the user.

Responsibility:

• Judge each query uniquely and with focused attention in foreign

language(Dutch)

• Help to prepare good quality data.

• Respond to guideline ambiguities/changes/updates from Engineers.

• Apply those changes while moving between different assignments daily.

• Aim to reduce ambiguity, errors, problems while responding to Engineers.

• Authoring knowledge like table names, attribute names, aliases, natural language expression in foreign language.

• Creating sample data and records in foreign language(Dutch)

• Evaluate quality of mined data like synonyms or city names or company names, abbreviations, etc.

• Preparing training data for machine learning model in foreign language(Dutch)

• Write and improve project guidelines.

Candidate requirements:

• Bachelor's degree in Computer Science or related with IT or Mathematics.

• Excellent English both written and oral.

• Good research skills to analyze the possible intents behind user search queries.

• Ability to do research on web for information for multiple entities and validate the data.

• Knowledge of Microsoft Operation System, Microsoft products.

• Ability to articulate the problem in a concise and accurate way and report it.

• Ability to follow the guidance and do time bound tasks with efficiency.

• Knowledge in Relational Databases.

(During Lockdown) Candidates will work from home due to Covid, but they need to be located in the Seattle area since they should be able to work from the client’s site when lockdown is lifted.

Duration - 6months

Job Type: Full-time

Pay: $19.00 - $20.00 per hour    ",Dutch speaking Data Analyst,https://seattle.craigslist.org/see/cpg/d/seattle-dutch-speaking-data-analyst/7228005755.html
22,"

QR Code Link to This Post


I am looking for a web designer/consultant for many internet projects. I am not concerned so much about experience as I am with creativity and desire. This is a pay per project opportunity.    ",Web Designer/Consultant,https://seattle.craigslist.org/sno/cpg/d/everett-web-designer-consultant/7227800141.html
23,"

QR Code Link to This Post


An On-Line retailer seeking freelance Photographers, as well as Operations support staff, for ongoing freelance work beginning NOV-2020


!!!NO EXPERIENCEE REQUIRED!!! Paid training is provided to teach you the functions of a camera, how to stage, accommodate lighting and use different types of equipment.


Both positions require on-site work in Kent, and interested candidates should submit a resume and cover letter. 

The Production Assistant and Operations roles will facilitate the prep for product photo shoots for a wide variety of e-commerce products, including devices, clothing and food. These positions are responsible for receiving and shipping products from internal teams, inventory tracking, database management, and allocating product to respective set locations. 

Production Assistants oversee the coordination of operations crew and assist in allocating and product packing, and serve as fill-in support for production gaps.

Operations Support team members should be versed in inventory control, inventory allocation, and product packing, and bring strong organizational skills. This is a non-creative role and prior creative and photo assisting experience is not required.

Thank You.
",HIRING! Freelance Photographers Needed for Online Store,https://seattle.craigslist.org/see/cpg/d/seattle-hiring-freelance-photographers/7226676630.html
24,"

QR Code Link to This Post


Call Center Agents Needed Tacoma Washington And Surrounding Areas
© compensation: 10.00 To 15.00  Per Hr.


Job Description: Answer inbound, outbound calls
Setting appointments/Reservations
Trouble Shooting
Resolving Problems
Doing Follow-Ups
Handling Complaints


Requirements: 1 Year Experience
Excellent Communication Skills
Basic Computer Skills
Able To Work Remote Without Excessive Supervision

Hiring: All States
Please send Resume With Phone Number To uniqueuptownmedia@gmail.com
All Applicants Must Have A Camera or Webcam For A Virtual Interview
Interview Invites Will Be Sent Out After Receiving Resume
Interviews Are Supported By gotomeeting.com
Or Call Donna: 847-886-7067 9:00 am To 5:00 pm Central Time    ",Call Center Agents Wanted/ Work From Home,https://seattle.craigslist.org/tac/cpg/d/tacoma-call-center-agents-wanted-work/7226638175.html
25,"

QR Code Link to This Post


We are a user research company specializing in market research and usability testing, and we're looking for participants for an upcoming paid user research study!

Right now we are seeking new business owners that have physical locations. Your feedback is valuable! Share your opinion with us in a remote, online session that will take one hour--and get $125 for your time.

Interested? Respond to this ad via email with an answer to the following:

How many locations does your business have?
a. 1
b. 2
c. 3
d. More than 3
e. My business does not have a location

(Only complete, coherent answers will be considered. Thank you!)    ",PAID research study for new business owners w/ physical location(s),https://seattle.craigslist.org/est/cpg/d/renton-paid-research-study-for-new/7226537380.html
26,"

QR Code Link to This Post


I need an assistant for my private investment company 

Part-Time

Everything I do is run on Mac 🖥    ",Assistant for private investment company,https://seattle.craigslist.org/see/cpg/d/seattle-assistant-for-private/7226050102.html
27,"

QR Code Link to This Post


RECEIVE $200! Pierce County, WA Residents! Would you like to receive $200 just for sharing your opinion on Community Topics? We are hosting a PAID Online Focus Group, Nov. 16th from 9:30am - 4:30pm. The study will consist of watching a presentation on your computer while sharing your opinion via webcam. You would receive the $200 check within 12 business days or less. If you would like to be considered, please complete the link below & we'll reach back out. Thanks!

https://vxweb-01.wilkinsresearch.com/survey/intweb.dll/project/CAWI/REC1237_C_CAWI ",RECEIVE $200 - PAID ONLINE FOCUS GROUP,https://seattle.craigslist.org/tac/cpg/d/tacoma-receive-paid-online-focus-group/7225840367.html
28,"

QR Code Link to This Post


Job Description
Pactera Edge is Hiring Candidates with good attitude and quality oriented. Candidates.

Monitor, predict and remediate low work levels for judge labeling projects managed through the UHRS labeling platform
Building a pipeline for refreshing training & evaluation sets on set schedules.
Automate vendor invoice reconciliation accompanied with accumulated spend tracking and forecasting.
Monitor metric changes and developing tooling to aid in debugging root causes in changes
Engage on escalations regarding hitapp technical issues and bring to PM to triage. Fix, test and deploy assigned bug fixes.
Experimental tasks which will be defined and prioritized throughout the engagement
Responsibilities:

Work primarily independently through the design, implementation, documentation and maintenance phase of projects.
Communicate daily with the team on application architecture design and decision-making.
Effectively and timely communicate status updates to the rest of the team.
Requirements:

5 years of experience in Technical PM
Strong T-SQL
Cosmos Scope script
Python
Strong communication, problem solving, and interpersonal skills are a required.
Attention to detail and the ability to meet deadlines
Job Type: Full-time

Pay: $40.00 per hour    ",Technical project manager,https://seattle.craigslist.org/see/cpg/d/medina-technical-project-manager/7225799436.html
29,"

QR Code Link to This Post


Please have the following attitudes and attributes:

1. Positive, happy, joyful, healthy
2. Skilled in office organization and navigation
3. Experienced ad poster
4. Great communicator
5. Accurate data entry
6. Experienced with customer service emails and phones
7. Able to self supervise
8. Competent enough to run the company, humble enough to do the dishes.
9. Able to start today!
Position can be part or full time.
Please respond with brief letter of introduction, resume, and contact phone number for immediate interview.    ",Office admin/marketing helper needed!,https://seattle.craigslist.org/oly/cpg/d/tenino-office-admin-marketing-helper/7225695439.html
